,reward
867,-580
868,-572
869,-581
870,-580
871,-580
872,-582
873,-582
874,-575
875,-580
876,-592
877,-579
878,-586
879,-581
880,-590
881,-578
882,-582
883,-605
884,-578
885,-599
886,-591
887,-574
888,-588
889,-586
890,-614
891,-576
892,-588
893,-588
894,-579
895,-580
896,-582
897,-578
898,-593
899,-579
900,-601
901,-582
902,-576
903,435
904,-571
905,-576
906,-580
907,-583
908,-581
909,-576
910,-582
911,-591
912,-574
913,-582
914,-582
915,-579
916,-586
917,-578
918,-579
919,-581
920,-643
921,-578
922,-578
923,-597
924,-605
925,-579
926,-589
927,-590
928,-585
929,-583
930,-584
931,-581
932,-582
933,-582
934,-582
935,-593
936,-623
937,-580
938,-618
939,-578
940,-577
941,-572
942,-575
943,-583
944,-579
945,-626
946,-576
947,-574
948,-582
949,-676
950,-586
951,-737
952,-576
953,-585
954,-575
955,-582
956,-576
957,-581
958,-593
959,-582
960,-584
961,-579
962,-582
963,-575
964,-582
965,-582
966,-590
967,-597
968,-576
969,-576
970,-576
971,-596
972,-580
973,-675
974,-576
975,-574
976,-580
977,-589
978,-579
979,-576
980,-572
981,-577
982,-582
983,-579
984,-574
985,-578
986,409
987,-569
988,-579
989,-577
990,-576
991,-579
992,-579
993,-615
994,-588
995,-579
996,-576
997,-660
998,-572
999,-579
1000,-579
